,screenName,description,location,text,Unnamed: 0
62,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,"Actor Henry Winkler on turning down lead role in Grease: ""I go home, I say no, and I have a Diet Coke. John Travolta goes home, and has done the movie, and buys a plane."" https://t.co/j13sZehdVY",1138.0
63,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,The 'Black Panther: Wakanda Forever' opening represents one of the best premieres of the year and makes the superhero film the highest-grossing debut ever for the month of November. https://t.co/Xoaoxf3x1w,1207.0
64,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,"Actor Henry Winkler on turning down lead role in Grease: ""I go home, I say no, and I have a Diet Coke. John Travolta goes home, and has done the movie, and buys a plane."" https://t.co/l3IaNcX7ZA",1215.0
65,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,"Mehran Karimi Nasseri, the man who had lived inside the Paris-Charles de Gaulle airport for years and inspired Steven Spielberg’s 2004 film “The Terminal”, died Saturday at the same airport.
https://t.co/zntBtIjMXV",1253.0
66,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,"Mehran Karimi Nasseri, the man who had lived inside the Paris-Charles de Gaulle airport for years and inspired Steven Spielberg’s 2004 film “The Terminal”, died Saturday at the same airport.
https://t.co/3tEcbktLnQ",1281.0
67,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,"Alec Baldwin has filed a lawsuit in California against several individuals associated with the “Rust” film, according to a cross-complaint obtained by CNN https://t.co/QWmIktWY4O",1340.0
68,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,A jury found filmmaker Paul Haggis liable in a sexual assault case that was brought forward by a former publicist who alleged he raped her after a movie premiere in 2013 https://t.co/Kfd6AQrCPd,1381.0
69,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,A jury found filmmaker Paul Haggis liable in a sexual assault case that was brought forward by a former publicist who alleged he raped her after a movie premiere in 2013 https://t.co/Kfd6AQrCPd,1381.0
70,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,"Actor Henry Winkler tells CNN's Chris Wallace about his career struggles and why he turned down the lead role in the iconic film ""Grease."" Watch here: https://t.co/gRy3kZRA5s",1403.0
71,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,A jury found filmmaker Paul Haggis liable in a sexual assault case that was brought forward by a former publicist who alleged he raped her after a movie premiere in 2013 https://t.co/LMjvlMnDaz,1452.0
72,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,A jury found filmmaker Paul Haggis liable in a sexual assault case that was brought forward by a former publicist who alleged he raped her after a movie premiere in 2013 https://t.co/LMjvlMnDaz,1452.0
73,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,"Black Panther: Wakanda Forever premiered in Nigeria, making it the first Marvel movie to hold such an event on the continent of Africa https://t.co/lT1nheQNs3",1763.0
74,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,"MoviePass’s former CEO and the leader of its former parent company have been indicted on securities fraud charges for deceiving investors on the sustainability and profitability of the company’s movie-a-day subscription model, the DOJ says. https://t.co/wtuT4wLSaP",1906.0
75,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,"Chadwick Boseman did not read the script for “Black Panther: Wakanda Forever” before his death in 2020, according to the film’s director https://t.co/83An2ShAM3",2122.0
76,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,"Late night host Jimmy Kimmel brought back his controversial Halloween prank, where he encourages parents to tell their kids they ate all their Halloween candy and film the reactions. https://t.co/mnIo1EWBmz",2190.0
77,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,Studio Ghibli's legendary movies spring into life as the new amusement park opens in Japan. https://t.co/dbw5Xb2o3M,2311.0
78,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,Studio Ghibli's legendary movies spring into life as the new amusement park opens in Japan. https://t.co/EZG1vjvEXZ,2415.0
79,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,"Julie Powell, the bestselling author whose efforts to prepare Julia Child's recipes inspired the film ""Julie &amp; Julia,"" has died at age 49
https://t.co/CKpUY0jdyv",2439.0
80,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,Studio Ghibli's legendary movies spring into life as the new amusement park opens in Japan. https://t.co/XlSX9icpbR,2514.0
81,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,"Documentary filmmaker @KenBurns joins @jaketapper to discuss his new book, “Our America: A Photographic History,” which, among several themes, discusses antisemitism throughout US history. Watch here: https://t.co/E1WO0XFxa1",2526.0
82,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,"Actor Murray Abraham talks to CNN's @jaketapper about his experience filming season two of @HBO's""The White Lotus"" in Sicily, Italy. Watch: https://t.co/PVIACNCQgV",2807.0
83,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,"Actress @ElizabethBanks tells @jaketapper about how she approached filming a challenging and emotional scene in her new film ""Call Jane"" about an underground network of women who helped connect women with abortion providers in the pre-Roe era. Watch: https://t.co/vXwDyFZYYx",2927.0
84,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,"""We always knew it was a great movie.""
Paramount CEO Bob Bakish touts success of ""Top Gun: Maverick"" https://t.co/ClHyrSG7D5",3233.0
85,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,"It’s a bird! It’s a plane! It’s Superman… again!

Henry Cavill has confirmed what passionate hero-loving moviegoers have been waiting for – the actor will return to the role of Clark Kent in the DC Comics extended cinematic universe. https://t.co/CD73zlanrP",3256.0
86,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,"There’s a new number one at the US box office -- and it claimed the largest opening since Marvel’s latest Thor film in July. 
 https://t.co/7ntj6Kmv7U https://t.co/cr1XXyMrCk",3261.0
